Bait	Prey	PreyGene	IP	Spec	SpecSum	NumRep	Prob	iProb	ctrlCounts	AvgP	MaxP	FDR
GP3D_CHLMU	K1C18_HUMAN	K1C18_HUMAN	TCA04_2_SPC|TCA04_3_SPC	7|0	7	2	0.45	0.92|0.00	2|0|2|0	0.4605	0.9210	0.4032
GP3D_CHLMU	CH60_HUMAN	CH60_HUMAN	TCA04_2_SPC|TCA04_3_SPC	6|1	7	2	0.44	0.83|0.01	2|0|2|0	0.4180	0.8310	0.4307
GP3D_CHLMU	RS18_HUMAN	RS18_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|15	16	2	0.46	0.00|0.93	0|7|0|5	0.4660	0.9320	0.3961
GP3D_CHLMU	RS8_HUMAN	RS8_HUMAN	TCA04_2_SPC|TCA04_3_SPC	10|17	27	2	0.23	0.00|0.43	4|6|0|12	0.2175	0.4340	0.5751
GP3D_CHLMU	H2B1L_HUMAN	H2B1L_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|5	8	2	0.40	0.24|0.57	0|2|0|3	0.4030	0.5700	0.4495
GP3D_CHLMU	FLNA_HUMAN	FLNA_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|4	8	2	0.31	0.35|0.25	0|2|1|2	0.3035	0.3530	0.5327
GP3D_CHLMU	H4_HUMAN	H4_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|6	8	2	0.40	0.06|0.72	0|2|2|1	0.3885	0.7220	0.4588
GP3D_CHLMU	RS4X_HUMAN	RS4X_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|42	42	2	0.50	0.00|0.98	0|26|0|10	0.4900	0.9800	0.3535
GP3D_CHLMU	ADT2_HUMAN	ADT2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	7|14	21	2	0.18	0.00|0.37	3|4|6|4	0.1860	0.3710	0.5912
GP3D_CHLMU	ENOA_HUMAN	ENOA_HUMAN	TCA04_2_SPC|TCA04_3_SPC	7|3	10	2	0.36	0.69|0.02	4|0|3|0	0.3540	0.6890	0.4946
GP3D_CHLMU	C1QBP_HUMAN	C1QBP_HUMAN	TCA04_2_SPC|TCA04_3_SPC	13|33	46	2	0.08	0.00|0.15	1|22|2|15	0.0765	0.1530	0.6445
GP3D_CHLMU	HNRPM_HUMAN	HNRPM_HUMAN	TCA04_2_SPC|TCA04_3_SPC	7|3	10	2	0.34	0.70|0.01	4|0|3|0	0.3510	0.6970	0.4967
GP3D_CHLMU	NONO_HUMAN	NONO_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|6	10	2	0.30	0.16|0.46	2|0|4|1	0.3090	0.4580	0.5310
GP3D_CHLMU	RLA2_HUMAN	RLA2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	10|0	10	2	0.49	0.97|0.00	3|0|4|0	0.4830	0.9660	0.3665
GP3D_CHLMU	DDX3X_HUMAN	DDX3X_HUMAN	TCA04_2_SPC|TCA04_3_SPC	13|13	26	2	0.04	0.06|0.01	5|4|8|5	0.0375	0.0620	0.6693
GP3D_CHLMU	ATPB_HUMAN	ATPB_HUMAN	TCA04_2_SPC|TCA04_3_SPC	6|6	12	2	0.25	0.28|0.20	0|2|1|6	0.2425	0.2830	0.5598
GP3D_CHLMU	RS16_HUMAN	RS16_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|8	12	2	0.23	0.03|0.41	2|3|1|3	0.2220	0.4100	0.5724
GP3D_CHLMU	RS2_HUMAN	RS2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	15|44	59	2	0.41	0.00|0.83	10|30|1|12	0.4150	0.8300	0.4382
GP3D_CHLMU	ATPA_HUMAN	ATPA_HUMAN	TCA04_2_SPC|TCA04_3_SPC	13|17	30	2	0.07	0.00|0.13	6|12|0|8	0.0675	0.1310	0.6490
GP3D_CHLMU	RL11_HUMAN	RL11_HUMAN	TCA04_2_SPC|TCA04_3_SPC	11|20	31	2	0.04	0.00|0.07	4|9|4|10	0.0370	0.0740	0.6711
GP3D_CHLMU	EF2_HUMAN	EF2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	16|36	52	2	0.10	0.00|0.19	9|16|6|16	0.0960	0.1920	0.6317
GP3D_CHLMU	RLA0_HUMAN	RLA0_HUMAN	TCA04_2_SPC|TCA04_3_SPC	53|47	100	2	0.00	0.00|0.00	21|19|27|26	0.0005	0.0010	0.7519
GP3D_CHLMU	ROAA_HUMAN	ROAA_HUMAN	TCA04_2_SPC|TCA04_3_SPC	5|16	21	2	0.22	0.00|0.42	3|8|2|5	0.2115	0.4230	0.5777
GP3D_CHLMU	PRDX2_HUMAN	PRDX2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	11|18	29	2	0.05	0.00|0.09	4|11|4|7	0.0455	0.0910	0.6632
GP3D_CHLMU	DHX9_HUMAN	DHX9_HUMAN	TCA04_2_SPC|TCA04_3_SPC	8|71	79	2	0.25	0.00|0.50	6|34|2|33	0.2480	0.4960	0.5551
GP3D_CHLMU	MYH9_HUMAN	MYH9_HUMAN	TCA04_2_SPC|TCA04_3_SPC	13|37	50	2	0.19	0.00|0.35	3|23|4|17	0.1735	0.3470	0.5948
GP3D_CHLMU	RS3A_HUMAN	RS3A_HUMAN	TCA04_2_SPC|TCA04_3_SPC	30|48	78	2	0.00	0.00|0.01	11|28|11|25	0.0025	0.0050	0.7215
GP3D_CHLMU	SFPQ_HUMAN	SFPQ_HUMAN	TCA04_2_SPC|TCA04_3_SPC	27|57	84	2	0.08	0.00|0.17	11|42|6|22	0.0870	0.1740	0.6372
GP3D_CHLMU	RL12_HUMAN	RL12_HUMAN	TCA04_2_SPC|TCA04_3_SPC	55|30	85	2	0.39	0.85|0.00	27|9|29|17	0.4245	0.8490	0.4259
GP3D_CHLMU	RS7_HUMAN	RS7_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|3	3	2	0.35	0.00|0.71	0|1|0|0	0.3525	0.7050	0.4956
GP3D_CHLMU	HNRPQ_HUMAN	HNRPQ_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|3	3	2	0.32	0.00|0.67	0|0|0|1	0.3345	0.6690	0.5123
GP3D_CHLMU	SRSF3_HUMAN	SRSF3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|0	2	2	0.29	0.59|0.00	0|0|0|0	0.2940	0.5880	0.5388
GP3D_CHLMU	RL4_HUMAN	RL4_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|8	10	2	0.28	0.00|0.56	0|4|0|4	0.2805	0.5580	0.5423
GP3D_CHLMU	RL7A_HUMAN	RL7A_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|8	8	2	0.37	0.00|0.75	0|3|1|2	0.3765	0.7530	0.4690
GP3D_CHLMU	COF1_HUMAN	COF1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	8|2	10	2	0.34	0.71|0.00	2|0|4|2	0.3560	0.7090	0.4914
GP3D_CHLMU	PCBP1_HUMAN	PCBP1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.34	0.68|0.00	1|0|0|0	0.3410	0.6820	0.5066
GP3D_CHLMU	SMD1_HUMAN	SMD1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|5	9	2	0.24	0.20|0.30	2|0|4|1	0.2480	0.3010	0.5542
GP3D_CHLMU	EF1G_HUMAN	EF1G_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|4	4	2	0.31	0.00|0.64	0|1|0|1	0.3180	0.6360	0.5240
GP3D_CHLMU	K2C4_HUMAN	K2C4_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|4	4	2	0.34	0.00|0.66	0|0|0|2	0.3315	0.6630	0.5141
GP3D_CHLMU	RL22_HUMAN	RL22_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|5	9	2	0.22	0.17|0.28	0|2|1|4	0.2280	0.2840	0.5688
GP3D_CHLMU	SRSF7_HUMAN	SRSF7_HUMAN	TCA04_2_SPC|TCA04_3_SPC	7|0	7	2	0.45	0.88|0.00	3|0|2|0	0.4420	0.8840	0.4180
GP3D_CHLMU	IF4A1_HUMAN	IF4A1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	5|0	5	2	0.42	0.82|0.00	0|0|3|0	0.4095	0.8190	0.4411
GP3D_CHLMU	MYL6_HUMAN	MYL6_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.33	0.68|0.00	0|0|1|0	0.3400	0.6800	0.5075
GP3D_CHLMU	HNRPL_HUMAN	HNRPL_HUMAN	TCA04_2_SPC|TCA04_3_SPC	10|0	10	2	0.47	0.90|0.00	4|0|4|0	0.4485	0.8970	0.4148
GP3D_CHLMU	XRCC5_HUMAN	XRCC5_HUMAN	TCA04_2_SPC|TCA04_3_SPC	56|4	60	2	0.52	0.99|0.00	19|1|33|5	0.4950	0.9900	0.3418
GP3D_CHLMU	KRT35_HUMAN	KRT35_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|5	5	2	0.34	0.00|0.70	0|1|0|2	0.3485	0.6970	0.4987
GP3D_CHLMU	TCPD_HUMAN	TCPD_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|0	2	2	0.23	0.45|0.00	0|0|0|0	0.2270	0.4540	0.5697
GP3D_CHLMU	1433E_HUMAN	1433E_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.35	0.71|0.00	1|0|0|0	0.3545	0.7090	0.4936
GP3D_CHLMU	ENPL_HUMAN	ENPL_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|3	3	2	0.34	0.00|0.66	0|0|0|1	0.3295	0.6590	0.5177
GP3D_CHLMU	TCPA_HUMAN	TCPA_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|3	5	2	0.24	0.16|0.30	1|0|0|2	0.2300	0.3040	0.5670
GP3D_CHLMU	PPIA_HUMAN	PPIA_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|3	3	2	0.34	0.00|0.68	0|0|0|1	0.3390	0.6780	0.5085
GP3D_CHLMU	TCPQ_HUMAN	TCPQ_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.35	0.69|0.00	0|0|1|0	0.3430	0.6860	0.5056
GP3D_CHLMU	ROA3_HUMAN	ROA3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|6	6	2	0.38	0.00|0.77	0|2|1|1	0.3835	0.7670	0.4653
GP3D_CHLMU	TCPE_HUMAN	TCPE_HUMAN	TCA04_2_SPC|TCA04_3_SPC	5|6	11	2	0.13	0.11|0.17	1|3|2|3	0.1390	0.1710	0.6095
GP3D_CHLMU	PARP1_HUMAN	PARP1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|2	2	2	0.11	0.00|0.20	0|0|0|0	0.0975	0.1950	0.6298
GP3D_CHLMU	RS28_HUMAN	RS28_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|0	4	2	0.46	0.83|0.00	2|0|0|0	0.4170	0.8340	0.4338
GP3D_CHLMU	RS19_HUMAN	RS19_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|4	4	2	0.34	0.00|0.71	0|0|0|2	0.3545	0.7090	0.4936
GP3D_CHLMU	CLH1_HUMAN	CLH1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	5|8	13	2	0.08	0.01|0.12	1|5|2|3	0.0690	0.1250	0.6481
GP3D_CHLMU	TCPB_HUMAN	TCPB_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|8	8	2	0.40	0.00|0.79	0|4|0|2	0.3970	0.7940	0.4522
GP3D_CHLMU	1433Z_HUMAN	1433Z_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|2	2	2	0.28	0.00|0.56	0|0|0|0	0.2775	0.5550	0.5441
GP3D_CHLMU	RS20_HUMAN	RS20_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.35	0.72|0.00	0|0|1|0	0.3595	0.7190	0.4837
GP3D_CHLMU	YBOX3_HUMAN	YBOX3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|2	2	2	0.24	0.00|0.46	0|0|0|0	0.2305	0.4610	0.5661
GP3D_CHLMU	DDX21_HUMAN	DDX21_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|3	4	2	0.30	0.10|0.48	0|2|0|0	0.2895	0.4840	0.5406
GP3D_CHLMU	DCD_HUMAN	DCD_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|6	6	2	0.38	0.00|0.77	2|2|0|0	0.3840	0.7680	0.4628
GP3D_CHLMU	RS15A_HUMAN	RS15A_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|3	5	2	0.32	0.26|0.43	1|0|1|1	0.3455	0.4330	0.5027
GP3D_CHLMU	TCPZ_HUMAN	TCPZ_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|2	6	2	0.27	0.46|0.07	1|0|3|0	0.2630	0.4610	0.5495
GP3D_CHLMU	TIF1B_HUMAN	TIF1B_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|0	2	2	0.19	0.34|0.00	0|0|0|0	0.1690	0.3380	0.5957
GP3D_CHLMU	RS10_HUMAN	RS10_HUMAN	TCA04_2_SPC|TCA04_3_SPC	9|12	21	2	0.05	0.01|0.12	2|8|4|5	0.0620	0.1160	0.6526
GP3D_CHLMU	RS17_HUMAN	RS17_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|2	2	2	0.28	0.00|0.54	0|0|0|0	0.2700	0.5400	0.5468
GP3D_CHLMU	SMD3_HUMAN	SMD3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|0	2	2	0.30	0.60|0.00	0|0|0|0	0.2985	0.5970	0.5371
GP3D_CHLMU	XRCC6_HUMAN	XRCC6_HUMAN	TCA04_2_SPC|TCA04_3_SPC	25|42	67	2	0.03	0.00|0.04	10|26|8|22	0.0215	0.0430	0.6861
GP3D_CHLMU	PRKDC_HUMAN	PRKDC_HUMAN	TCA04_2_SPC|TCA04_3_SPC	20|20	40	2	0.00	0.00|0.00	7|9|14|9	0.0010	0.0010	0.7393
GP3D_CHLMU	RL7_HUMAN	RL7_HUMAN	TCA04_2_SPC|TCA04_3_SPC	7|18	25	2	0.15	0.00|0.36	4|6|5|9	0.1790	0.3580	0.5921
GP3D_CHLMU	ANM5_HUMAN	ANM5_HUMAN	TCA04_2_SPC|TCA04_3_SPC	11|11	22	2	0.00	0.00|0.00	5|4|5|7	0.0020	0.0040	0.7268
GP3D_CHLMU	THIO_HUMAN	THIO_HUMAN	TCA04_2_SPC|TCA04_3_SPC	38|5	43	2	0.46	0.99|0.00	15|1|14|13	0.4960	0.9920	0.3285
GP3D_CHLMU	SMD2_HUMAN	SMD2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	9|8	17	2	0.05	0.07|0.01	4|4|5|3	0.0390	0.0680	0.6685
GP3D_CHLMU	SF3B3_HUMAN	SF3B3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	14|3	17	2	0.34	0.69|0.00	7|0|5|4	0.3465	0.6930	0.5007
GP3D_CHLMU	TCPH_HUMAN	TCPH_HUMAN	TCA04_2_SPC|TCA04_3_SPC	28|45	73	2	0.00	0.00|0.00	15|33|8|19	0.0000	0.0000	0.9294
GP3D_CHLMU	ALDOA_HUMAN	ALDOA_HUMAN	TCA04_2_SPC|TCA04_3_SPC	34|20	54	2	0.01	0.02|0.00	17|5|15|18	0.0090	0.0180	0.6996
GP3D_CHLMU	PTBP1_HUMAN	PTBP1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	16|49	65	2	0.08	0.00|0.16	9|34|0|24	0.0785	0.1570	0.6408
GP3D_CHLMU	PABP1_HUMAN	PABP1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	13|1	14	2	0.37	0.77|0.00	4|1|8|0	0.3850	0.7700	0.4602
GP3D_CHLMU	RL6_HUMAN	RL6_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|13	14	2	0.38	0.00|0.73	0|9|0|4	0.3665	0.7330	0.4728
GP3D_CHLMU	FLNB_HUMAN	FLNB_HUMAN	TCA04_2_SPC|TCA04_3_SPC	24|0	24	2	0.49	0.96|0.00	6|0|18|0	0.4785	0.9570	0.3736
GP3D_CHLMU	SF3B1_HUMAN	SF3B1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	19|16	35	2	0.00	0.00|0.00	8|13|9|6	0.0010	0.0020	0.7393
GP3D_CHLMU	MATR3_HUMAN	MATR3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	5|5	10	2	0.07	0.10|0.04	0|3|2|4	0.0690	0.0990	0.6472
GP3D_CHLMU	RSMN_HUMAN	RSMN_HUMAN	TCA04_2_SPC|TCA04_3_SPC	37|31	68	2	0.00	0.00|0.00	19|12|23|18	0.0000	0.0000	0.9294
GP3D_CHLMU	RS9_HUMAN	RS9_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|9	9	2	0.38	0.00|0.77	0|4|0|4	0.3835	0.7670	0.4653
GP3D_CHLMU	EF1B_HUMAN	EF1B_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|8	9	2	0.30	0.00|0.61	0|4|0|4	0.3070	0.6140	0.5319
GP3D_CHLMU	DHX15_HUMAN	DHX15_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|6	9	2	0.10	0.01|0.19	0|3|1|4	0.1020	0.1920	0.6270
GP3D_CHLMU	FAS_HUMAN	FAS_HUMAN	TCA04_2_SPC|TCA04_3_SPC	10|8	18	2	0.01	0.02|0.00	3|5|4|6	0.0090	0.0180	0.6996
GP3D_CHLMU	RL9_HUMAN	RL9_HUMAN	TCA04_2_SPC|TCA04_3_SPC	7|0	7	2	0.42	0.83|0.00	2|0|4|0	0.4150	0.8300	0.4382
GP3D_CHLMU	MYH10_HUMAN	MYH10_HUMAN	TCA04_2_SPC|TCA04_3_SPC	15|26	41	2	0.00	0.00|0.00	6|18|6|14	0.0000	0.0000	0.9294
GP3D_CHLMU	TCPG_HUMAN	TCPG_HUMAN	TCA04_2_SPC|TCA04_3_SPC	6|9	15	2	0.02	0.00|0.04	4|2|5|4	0.0210	0.0380	0.6885
GP3D_CHLMU	KIF11_HUMAN	KIF11_HUMAN	TCA04_2_SPC|TCA04_3_SPC	6|0	6	2	0.30	0.62|0.00	2|0|3|0	0.3125	0.6250	0.5284
GP3D_CHLMU	RBM39_HUMAN	RBM39_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|2	6	2	0.19	0.36|0.02	1|2|0|2	0.1885	0.3590	0.5885
GP3D_CHLMU	RL3_HUMAN	RL3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	5|1	6	2	0.35	0.67|0.00	0|0|5|0	0.3370	0.6720	0.5094
GP3D_CHLMU	IMA1_HUMAN	IMA1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	11|3	14	2	0.27	0.58|0.00	5|0|9|0	0.2895	0.5790	0.5406
GP3D_CHLMU	MEP50_HUMAN	MEP50_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|2	6	2	0.25	0.44|0.04	0|0|3|2	0.2370	0.4370	0.5625
GP3D_CHLMU	U5S1_HUMAN	U5S1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|6	6	2	0.22	0.00|0.45	0|3|0|2	0.2225	0.4450	0.5715
GP3D_CHLMU	IMB1_HUMAN	IMB1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|6	6	2	0.25	0.00|0.54	0|0|0|5	0.2675	0.5350	0.5477
GP3D_CHLMU	SPTN1_HUMAN	SPTN1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	10|3	13	2	0.17	0.32|0.00	5|2|4|2	0.1585	0.3170	0.5994
GP3D_CHLMU	PRDX4_HUMAN	PRDX4_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|4	5	2	0.23	0.03|0.46	0|1|0|3	0.2425	0.4570	0.5598
GP3D_CHLMU	PRP8_HUMAN	PRP8_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|3	5	2	0.14	0.10|0.20	2|2|0|0	0.1465	0.1950	0.6058
GP3D_CHLMU	RSSA_HUMAN	RSSA_HUMAN	TCA04_2_SPC|TCA04_3_SPC	26|14	40	2	0.01	0.01|0.00	13|4|18|9	0.0065	0.0130	0.7065
GP3D_CHLMU	RS5_HUMAN	RS5_HUMAN	TCA04_2_SPC|TCA04_3_SPC	5|0	5	2	0.36	0.72|0.00	1|0|2|1	0.3600	0.7200	0.4826
GP3D_CHLMU	RL27_HUMAN	RL27_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|2	5	2	0.22	0.32|0.09	0|2|1|1	0.2065	0.3240	0.5795
GP3D_CHLMU	PRDX6_HUMAN	PRDX6_HUMAN	TCA04_2_SPC|TCA04_3_SPC	15|4	19	2	0.30	0.63|0.00	8|0|9|3	0.3165	0.6330	0.5257
GP3D_CHLMU	ILF3_HUMAN	ILF3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	44|17	61	2	0.02	0.04|0.00	20|6|22|20	0.0210	0.0420	0.6885
GP3D_CHLMU	EF1D_HUMAN	EF1D_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|4	5	2	0.24	0.03|0.47	0|2|0|2	0.2485	0.4660	0.5533
GP3D_CHLMU	SYEP_HUMAN	SYEP_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|12	12	2	0.21	0.00|0.42	0|4|0|8	0.2075	0.4150	0.5786
GP3D_CHLMU	RL14_HUMAN	RL14_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|2	5	2	0.19	0.31|0.08	1|0|2|1	0.1950	0.3100	0.5858
GP3D_CHLMU	RL5_HUMAN	RL5_HUMAN	TCA04_2_SPC|TCA04_3_SPC	8|10	18	2	0.00	0.00|0.00	8|5|1|5	0.0015	0.0030	0.7300
GP3D_CHLMU	RAN_HUMAN	RAN_HUMAN	TCA04_2_SPC|TCA04_3_SPC	10|8	18	2	0.01	0.02|0.00	6|3|4|6	0.0080	0.0150	0.7042
GP3D_CHLMU	RS12_HUMAN	RS12_HUMAN	TCA04_2_SPC|TCA04_3_SPC	11|7	18	2	0.03	0.06|0.00	6|2|9|2	0.0305	0.0610	0.6786
GP3D_CHLMU	1433T_HUMAN	1433T_HUMAN	TCA04_2_SPC|TCA04_3_SPC	67|28	95	2	0.05	0.12|0.00	36|10|38|25	0.0575	0.1150	0.6552
GP3D_CHLMU	SERA_HUMAN	SERA_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|0	4	2	0.26	0.55|0.00	0|0|2|1	0.2765	0.5530	0.5450
GP3D_CHLMU	RUVB1_HUMAN	RUVB1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	10|0	10	2	0.35	0.70|0.00	5|0|5|0	0.3495	0.6990	0.4977
GP3D_CHLMU	ILF2_HUMAN	ILF2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|1	4	2	0.22	0.42|0.02	1|1|0|1	0.2215	0.4210	0.5733
GP3D_CHLMU	RS11_HUMAN	RS11_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|0	4	2	0.34	0.73|0.00	0|0|3|0	0.3665	0.7330	0.4728
GP3D_CHLMU	ANXA2_HUMAN	ANXA2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|0	4	2	0.35	0.71|0.00	0|0|3|0	0.3570	0.7140	0.4904
GP3D_CHLMU	RL15_HUMAN	RL15_HUMAN	TCA04_2_SPC|TCA04_3_SPC	8|8	16	2	0.00	0.01|0.00	3|6|3|5	0.0030	0.0050	0.7159
GP3D_CHLMU	PROF1_HUMAN	PROF1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|13	16	2	0.15	0.00|0.29	2|5|1|9	0.1450	0.2900	0.6068
GP3D_CHLMU	PYR1_HUMAN	PYR1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|0	4	2	0.30	0.62|0.00	0|0|3|0	0.3090	0.6180	0.5310
GP3D_CHLMU	IF4A3_HUMAN	IF4A3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|4	4	2	0.27	0.00|0.53	0|1|0|2	0.2635	0.5270	0.5486
GP3D_CHLMU	FLNC_HUMAN	FLNC_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|6	9	2	0.07	0.00|0.13	2|4|2|1	0.0650	0.1270	0.6517
GP3D_CHLMU	ML12B_HUMAN	ML12B_HUMAN	TCA04_2_SPC|TCA04_3_SPC	7|2	9	2	0.23	0.50|0.00	3|2|3|1	0.2520	0.5040	0.5514
GP3D_CHLMU	RO52_HUMAN	RO52_HUMAN	TCA04_2_SPC|TCA04_3_SPC	36|80	116	2	0.00	0.00|0.00	25|40|31|40	0.0000	0.0000	0.9294
GP3D_CHLMU	U520_HUMAN	U520_HUMAN	TCA04_2_SPC|TCA04_3_SPC	14|0	14	2	0.25	0.52|0.00	6|0|9|0	0.2595	0.5190	0.5504
GP3D_CHLMU	SKP1_HUMAN	SKP1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	8|0	8	2	0.35	0.72|0.00	4|0|3|1	0.3610	0.7220	0.4790
GP3D_CHLMU	RL13A_HUMAN	RL13A_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|1	3	2	0.24	0.38|0.11	0|1|1|0	0.2440	0.3830	0.5570
GP3D_CHLMU	SPTB2_HUMAN	SPTB2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|3	3	2	0.16	0.00|0.33	0|1|0|1	0.1660	0.3320	0.5975
GP3D_CHLMU	PABP4_HUMAN	PABP4_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|3	3	2	0.25	0.00|0.49	0|2|0|0	0.2435	0.4870	0.5579
GP3D_CHLMU	GTF2I_HUMAN	GTF2I_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|3	3	2	0.23	0.00|0.49	0|2|0|0	0.2445	0.4890	0.5561
GP3D_CHLMU	RUVB2_HUMAN	RUVB2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	7|6	13	2	0.00	0.01|0.00	5|3|4|2	0.0050	0.0100	0.7109
GP3D_CHLMU	RL26_HUMAN	RL26_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.33	0.65|0.00	0|0|2|0	0.3265	0.6530	0.5204
GP3D_CHLMU	ACTN4_HUMAN	ACTN4_HUMAN	TCA04_2_SPC|TCA04_3_SPC	8|0	8	2	0.36	0.73|0.00	3|0|4|1	0.3645	0.7290	0.4753
GP3D_CHLMU	LDHA_HUMAN	LDHA_HUMAN	TCA04_2_SPC|TCA04_3_SPC	7|21	28	2	0.04	0.00|0.07	3|13|3|13	0.0370	0.0740	0.6711
GP3D_CHLMU	EFTU_HUMAN	EFTU_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|3	3	2	0.25	0.00|0.46	0|2|0|0	0.2290	0.4580	0.5679
GP3D_CHLMU	KHDR1_HUMAN	KHDR1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	6|2	8	2	0.20	0.39|0.00	0|2|2|4	0.1945	0.3870	0.5867
GP3D_CHLMU	DX39A_HUMAN	DX39A_HUMAN	TCA04_2_SPC|TCA04_3_SPC	8|0	8	2	0.37	0.71|0.00	2|0|6|0	0.3570	0.7140	0.4904
GP3D_CHLMU	PRDX3_HUMAN	PRDX3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	8|14	22	2	0.00	0.00|0.00	11|6|2|6	0.0005	0.0010	0.7519
GP3D_CHLMU	TPM3_HUMAN	TPM3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	13|4	17	2	0.12	0.23|0.00	6|1|8|4	0.1135	0.2270	0.6225
